<dummyMainClass: void dummyMainMethod(java.lang.String[])> -> <dummyMainClass: com.example.notificationtest.MyNotification dummyMainMethod_com_example_notificationtest_MyNotification(android.content.Intent)>
<androidx.appcompat.view.menu.MenuBuilder: void setQwertyMode(boolean)> -> <androidx.appcompat.view.menu.MenuBuilder: void onItemsChanged(boolean)>
<androidx.appcompat.view.menu.MenuBuilder: void onItemsChanged(boolean)> -> <androidx.appcompat.view.menu.MenuBuilder: void dispatchPresenterUpdate(boolean)>
<androidx.appcompat.view.menu.MenuBuilder: void dispatchPresenterUpdate(boolean)> -> <androidx.appcompat.view.menu.MenuBuilder: void stopDispatchingItemsChanged()>
<androidx.appcompat.view.menu.MenuBuilder: void dispatchPresenterUpdate(boolean)> -> <androidx.appcompat.view.menu.MenuBuilder: void startDispatchingItemsChanged()>
<androidx.appcompat.view.menu.MenuBuilder: void startDispatchingItemsChanged()> -> <androidx.appcompat.view.menu.MenuBuilder: void onItemsChanged(boolean)>
<androidx.appcompat.view.menu.MenuBuilder: void restoreActionViewStates(android.os.Bundle)> -> <androidx.appcompat.view.menu.MenuBuilder: java.lang.String getActionViewStatesKey()>
<androidx.appcompat.view.menu.MenuBuilder: void restoreActionViewStates(android.os.Bundle)> -> <androidx.appcompat.view.menu.MenuBuilder: int size()>
<androidx.appcompat.view.menu.MenuBuilder: void restoreActionViewStates(android.os.Bundle)> -> <androidx.appcompat.view.menu.MenuBuilder: android.view.MenuItem getItem(int)>
<androidx.appcompat.view.menu.MenuBuilder: void restoreActionViewStates(android.os.Bundle)> -> <androidx.appcompat.view.menu.MenuBuilder: android.view.MenuItem findItem(int)>
<androidx.appcompat.view.menu.MenuBuilder: android.view.MenuItem findItem(int)> -> <androidx.appcompat.view.menu.MenuBuilder: int size()>
<androidx.appcompat.app.AppCompatDelegateImpl$ActionModeCallbackWrapperV9: void onDestroyActionMode(androidx.appcompat.view.ActionMode)> -> <androidx.appcompat.app.AppCompatDelegateImpl: void endOnGoingFadeAnimation()>
<androidx.appcompat.app.AppCompatDelegateImpl$ActionModeCallbackWrapperV9: void onDestroyActionMode(androidx.appcompat.view.ActionMode)> -> <androidx.appcompat.app.AppCompatDelegateImpl: void updateBackInvokedCallbackState()>
<androidx.appcompat.app.AppCompatDelegateImpl$ActionModeCallbackWrapperV9: void onDestroyActionMode(androidx.appcompat.view.ActionMode)> -> <androidx.appcompat.app.AppCompatActivity: void onSupportActionModeFinished(androidx.appcompat.view.ActionMode)>
<androidx.appcompat.widget.AppCompatBackgroundHelper: void loadFromAttributes(android.util.AttributeSet,int)> -> <androidx.appcompat.widget.AppCompatDrawableManager: android.content.res.ColorStateList getTintList(android.content.Context,int)>
<androidx.appcompat.widget.AppCompatDrawableManager: android.content.res.ColorStateList getTintList(android.content.Context,int)> -> <androidx.appcompat.widget.ResourceManagerInternal: android.content.res.ColorStateList getTintList(android.content.Context,int)>
<androidx.appcompat.widget.AppCompatImageHelper: void loadFromAttributes(android.util.AttributeSet,int)> -> <androidx.appcompat.widget.AppCompatImageView: void setImageDrawable(android.graphics.drawable.Drawable)>
<androidx.appcompat.widget.AppCompatImageView: void setImageDrawable(android.graphics.drawable.Drawable)> -> <androidx.appcompat.widget.AppCompatImageHelper: void obtainLevelFromDrawable(android.graphics.drawable.Drawable)>
<androidx.appcompat.widget.AppCompatImageView: void setImageDrawable(android.graphics.drawable.Drawable)> -> <androidx.appcompat.widget.AppCompatImageHelper: void applySupportImageTint()>
<androidx.appcompat.widget.AppCompatImageView: void setImageDrawable(android.graphics.drawable.Drawable)> -> <androidx.appcompat.widget.AppCompatImageHelper: void applyImageLevel()>
<androidx.appcompat.widget.AppCompatImageHelper: void applySupportImageTint()> -> <androidx.appcompat.widget.DrawableUtils: void <clinit>()>
<androidx.appcompat.widget.AppCompatImageHelper: void applySupportImageTint()> -> <androidx.appcompat.widget.AppCompatDrawableManager: void tintDrawable(android.graphics.drawable.Drawable,androidx.appcompat.widget.TintInfo,int[])>
<androidx.appcompat.widget.AppCompatImageHelper: void applySupportImageTint()> -> <androidx.appcompat.widget.AppCompatDrawableManager: void tintDrawable(android.graphics.drawable.Drawable,androidx.appcompat.widget.TintInfo,int[])>
<androidx.appcompat.widget.AppCompatImageHelper: void applySupportImageTint()> -> <androidx.appcompat.widget.DrawableUtils: void fixDrawable(android.graphics.drawable.Drawable)>
<androidx.appcompat.widget.AppCompatImageHelper: void applySupportImageTint()> -> <androidx.appcompat.widget.AppCompatDrawableManager: void <clinit>()>
<androidx.appcompat.widget.AppCompatImageHelper: void applySupportImageTint()> -> <androidx.appcompat.widget.AppCompatImageHelper: boolean shouldApplyFrameworkTintUsingColorFilter()>
<androidx.appcompat.widget.AppCompatImageHelper: void applySupportImageTint()> -> <androidx.appcompat.widget.AppCompatImageHelper: boolean applyFrameworkTintUsingColorFilter(android.graphics.drawable.Drawable)>
<androidx.appcompat.widget.AppCompatImageHelper: boolean applyFrameworkTintUsingColorFilter(android.graphics.drawable.Drawable)> -> <androidx.appcompat.widget.AppCompatDrawableManager: void <clinit>()>
<androidx.appcompat.widget.AppCompatImageHelper: boolean applyFrameworkTintUsingColorFilter(android.graphics.drawable.Drawable)> -> <androidx.appcompat.widget.AppCompatDrawableManager: void tintDrawable(android.graphics.drawable.Drawable,androidx.appcompat.widget.TintInfo,int[])>
<androidx.appcompat.widget.AppCompatImageHelper: boolean applyFrameworkTintUsingColorFilter(android.graphics.drawable.Drawable)> -> <androidx.core.widget.ImageViewCompat: android.graphics.PorterDuff$Mode getImageTintMode(android.widget.ImageView)>
<androidx.appcompat.widget.AppCompatImageHelper: boolean applyFrameworkTintUsingColorFilter(android.graphics.drawable.Drawable)> -> <androidx.core.widget.ImageViewCompat: android.content.res.ColorStateList getImageTintList(android.widget.ImageView)>
<androidx.core.widget.ImageViewCompat: android.graphics.PorterDuff$Mode getImageTintMode(android.widget.ImageView)> -> <androidx.core.widget.ImageViewCompat$Api21Impl: android.graphics.PorterDuff$Mode getImageTintMode(android.widget.ImageView)>
<androidx.core.widget.ImageViewCompat: android.content.res.ColorStateList getImageTintList(android.widget.ImageView)> -> <androidx.core.widget.ImageViewCompat$Api21Impl: android.content.res.ColorStateList getImageTintList(android.widget.ImageView)>
<androidx.appcompat.widget.AppCompatImageHelper: boolean applyFrameworkTintUsingColorFilter(android.graphics.drawable.Drawable)> -> <androidx.appcompat.widget.TintInfo: void <init>()>
<androidx.appcompat.widget.AppCompatImageHelper: boolean applyFrameworkTintUsingColorFilter(android.graphics.drawable.Drawable)> -> <androidx.appcompat.widget.TintInfo: void clear()>
<androidx.appcompat.view.StandaloneActionMode: void invalidate()> -> <androidx.appcompat.app.AppCompatDelegateImpl$ActionModeCallbackWrapperV9: boolean onPrepareActionMode(androidx.appcompat.view.ActionMode,android.view.Menu)>
<androidx.appcompat.app.AppCompatDelegateImpl$ActionModeCallbackWrapperV9: boolean onPrepareActionMode(androidx.appcompat.view.ActionMode,android.view.Menu)> -> <androidx.core.view.ViewCompat: void <clinit>()>
<androidx.appcompat.app.AppCompatDelegateImpl$ActionModeCallbackWrapperV9: boolean onPrepareActionMode(androidx.appcompat.view.ActionMode,android.view.Menu)> -> <androidx.core.view.ViewCompat: void requestApplyInsets(android.view.View)>
<androidx.appcompat.app.AppCompatDelegateImpl$ActionModeCallbackWrapperV9: boolean onPrepareActionMode(androidx.appcompat.view.ActionMode,android.view.Menu)> -> <androidx.appcompat.view.SupportActionModeWrapper$CallbackWrapper: boolean onPrepareActionMode(androidx.appcompat.view.ActionMode,android.view.Menu)>
<androidx.appcompat.app.AppCompatDelegateImpl$ActionModeCallbackWrapperV9: boolean onPrepareActionMode(androidx.appcompat.view.ActionMode,android.view.Menu)> -> <androidx.appcompat.app.AppCompatDelegateImpl$ActionModeCallbackWrapperV9: boolean onPrepareActionMode(androidx.appcompat.view.ActionMode,android.view.Menu)>
<androidx.appcompat.view.SupportActionModeWrapper$CallbackWrapper: boolean onPrepareActionMode(androidx.appcompat.view.ActionMode,android.view.Menu)> -> <androidx.appcompat.view.SupportActionModeWrapper$CallbackWrapper: android.view.ActionMode getActionModeWrapper(androidx.appcompat.view.ActionMode)>
<androidx.appcompat.view.SupportActionModeWrapper$CallbackWrapper: boolean onPrepareActionMode(androidx.appcompat.view.ActionMode,android.view.Menu)> -> <androidx.appcompat.view.SupportActionModeWrapper$CallbackWrapper: android.view.Menu getMenuWrapper(android.view.Menu)>
<androidx.appcompat.widget.ActionBarContextView: void initForMode(androidx.appcompat.view.ActionMode)> -> <androidx.appcompat.view.menu.MenuBuilder: void addMenuPresenter(androidx.appcompat.view.menu.MenuPresenter,android.content.Context)>
<androidx.appcompat.view.menu.MenuBuilder: void addMenuPresenter(androidx.appcompat.view.menu.MenuPresenter,android.content.Context)> -> <androidx.appcompat.widget.ActionMenuPresenter: void initForMenu(android.content.Context,androidx.appcompat.view.menu.MenuBuilder)>
<androidx.appcompat.widget.ActionMenuPresenter: void initForMenu(android.content.Context,androidx.appcompat.view.menu.MenuBuilder)> -> <androidx.appcompat.view.ActionBarPolicy: androidx.appcompat.view.ActionBarPolicy get(android.content.Context)>
<androidx.appcompat.widget.ActionMenuPresenter: void initForMenu(android.content.Context,androidx.appcompat.view.menu.MenuBuilder)> -> <androidx.appcompat.view.ActionBarPolicy: boolean showsOverflowMenuButton()>
<androidx.appcompat.widget.ActionMenuPresenter: void initForMenu(android.content.Context,androidx.appcompat.view.menu.MenuBuilder)> -> <androidx.appcompat.view.ActionBarPolicy: int getEmbeddedMenuWidthLimit()>
<androidx.appcompat.widget.ActionMenuPresenter: void initForMenu(android.content.Context,androidx.appcompat.view.menu.MenuBuilder)> -> <androidx.appcompat.view.ActionBarPolicy: int getMaxActionButtons()>
<androidx.appcompat.widget.ActionMenuPresenter: void initForMenu(android.content.Context,androidx.appcompat.view.menu.MenuBuilder)> -> <androidx.appcompat.widget.ActionMenuPresenter$OverflowMenuButton: void <init>(androidx.appcompat.widget.ActionMenuPresenter,android.content.Context)>
<androidx.appcompat.widget.ActionMenuPresenter: void initForMenu(android.content.Context,androidx.appcompat.view.menu.MenuBuilder)> -> <androidx.appcompat.widget.AppCompatImageView: void setImageDrawable(android.graphics.drawable.Drawable)>
<androidx.appcompat.widget.ActionMenuPresenter: void initForMenu(android.content.Context,androidx.appcompat.view.menu.MenuBuilder)> -> <androidx.appcompat.view.ContextThemeWrapper: android.content.res.Resources getResources()>
<androidx.appcompat.widget.ActionMenuPresenter: void initForMenu(android.content.Context,androidx.appcompat.view.menu.MenuBuilder)> -> <androidx.appcompat.app.AppCompatActivity: android.content.res.Resources getResources()>
<androidx.appcompat.widget.ActionMenuPresenter: void initForMenu(android.content.Context,androidx.appcompat.view.menu.MenuBuilder)> -> <androidx.appcompat.widget.VectorEnabledTintResources: android.util.DisplayMetrics getDisplayMetrics()>
<androidx.appcompat.widget.ActionMenuPresenter: void initForMenu(android.content.Context,androidx.appcompat.view.menu.MenuBuilder)> -> <androidx.appcompat.view.menu.BaseMenuPresenter: void initForMenu(android.content.Context,androidx.appcompat.view.menu.MenuBuilder)>
<androidx.appcompat.widget.TintContextWrapper: void <init>(android.content.Context)> -> <androidx.appcompat.view.ContextThemeWrapper: android.content.res.Resources getResources()>
<androidx.appcompat.widget.TintContextWrapper: void <init>(android.content.Context)> -> <androidx.appcompat.view.ContextThemeWrapper: android.content.res.Resources$Theme getTheme()>
<androidx.appcompat.widget.TintContextWrapper: void <init>(android.content.Context)> -> <androidx.appcompat.view.ContextThemeWrapper: android.content.res.Resources getResources()>
<androidx.appcompat.widget.TintContextWrapper: void <init>(android.content.Context)> -> <androidx.appcompat.app.AppCompatActivity: android.content.res.Resources getResources()>
<androidx.appcompat.widget.TintContextWrapper: boolean shouldWrap(android.content.Context)> -> <androidx.appcompat.view.ContextThemeWrapper: android.content.res.Resources getResources()>
<androidx.appcompat.widget.TintContextWrapper: boolean shouldWrap(android.content.Context)> -> <androidx.appcompat.view.ContextThemeWrapper: android.content.res.Resources getResources()>
<androidx.appcompat.widget.TintContextWrapper: boolean shouldWrap(android.content.Context)> -> <androidx.appcompat.app.AppCompatActivity: android.content.res.Resources getResources()>
<androidx.appcompat.widget.TintContextWrapper: boolean shouldWrap(android.content.Context)> -> <androidx.appcompat.app.AppCompatActivity: android.content.res.Resources getResources()>
<androidx.appcompat.widget.ResourcesWrapper: android.content.res.TypedArray obtainAttributes(android.util.AttributeSet,int[])> -> <androidx.appcompat.widget.ResourcesWrapper: android.content.res.TypedArray obtainAttributes(android.util.AttributeSet,int[])>
<androidx.appcompat.widget.ResourcesWrapper: android.content.res.XmlResourceParser getXml(int)> -> <androidx.appcompat.widget.ResourcesWrapper: android.content.res.XmlResourceParser getXml(int)>
<androidx.collection.MapCollections$KeySet: boolean contains(java.lang.Object)> -> <androidx.collection.ArrayMap$1: int colIndexOfKey(java.lang.Object)>
<androidx.collection.ArrayMap$1: int colIndexOfKey(java.lang.Object)> -> <androidx.collection.SimpleArrayMap: int indexOfKey(java.lang.Object)>
<androidx.arch.core.internal.SafeIterableMap: androidx.arch.core.internal.SafeIterableMap$Entry get(java.lang.Object)> -> <java.lang.Object: boolean equals(java.lang.Object)>
<androidx.arch.core.internal.SafeIterableMap: androidx.arch.core.internal.SafeIterableMap$Entry get(java.lang.Object)> -> <java.lang.String: boolean equals(java.lang.Object)>
<androidx.appcompat.widget.ResourcesWrapper: void updateConfiguration(android.content.res.Configuration,android.util.DisplayMetrics)> -> <androidx.appcompat.widget.ResourcesWrapper: void updateConfiguration(android.content.res.Configuration,android.util.DisplayMetrics)>
<androidx.appcompat.app.AppCompatDelegateImpl: void onPanelClosed(int)> -> <androidx.appcompat.app.WindowDecorActionBar: void dispatchMenuVisibilityChanged(boolean)>
<androidx.appcompat.app.AppCompatDelegateImpl: boolean onKeyShortcut(int,android.view.KeyEvent)> -> <androidx.appcompat.app.WindowDecorActionBar: boolean onKeyShortcut(int,android.view.KeyEvent)>
<androidx.appcompat.app.AppCompatDelegateImpl: void onMenuOpened(int)> -> <androidx.appcompat.app.WindowDecorActionBar: void dispatchMenuVisibilityChanged(boolean)>
<androidx.appcompat.app.AppCompatDelegateImpl: boolean onBackPressed()> -> <androidx.appcompat.app.WindowDecorActionBar: boolean collapseActionView()>
<androidx.appcompat.app.AppCompatDelegateImpl: android.content.Context getActionBarThemedContext()> -> <androidx.appcompat.app.WindowDecorActionBar: android.content.Context getThemedContext()>
<androidx.appcompat.app.AppCompatDelegateImpl: androidx.appcompat.view.ActionMode startSupportActionMode(androidx.appcompat.view.ActionMode$Callback)> -> <androidx.appcompat.app.WindowDecorActionBar: androidx.appcompat.view.ActionMode startActionMode(androidx.appcompat.view.ActionMode$Callback)>
<androidx.appcompat.app.WindowDecorActionBar: androidx.appcompat.view.ActionMode startActionMode(androidx.appcompat.view.ActionMode$Callback)> -> <androidx.appcompat.app.WindowDecorActionBar$ActionModeImpl: void finish()>
<androidx.appcompat.app.WindowDecorActionBar: androidx.appcompat.view.ActionMode startActionMode(androidx.appcompat.view.ActionMode$Callback)> -> <androidx.appcompat.app.WindowDecorActionBar$ActionModeImpl: void <init>(androidx.appcompat.app.WindowDecorActionBar,android.content.Context,androidx.appcompat.view.ActionMode$Callback)>
<androidx.appcompat.app.WindowDecorActionBar: androidx.appcompat.view.ActionMode startActionMode(androidx.appcompat.view.ActionMode$Callback)> -> <androidx.appcompat.app.WindowDecorActionBar$ActionModeImpl: boolean dispatchOnCreate()>
<androidx.appcompat.app.WindowDecorActionBar: androidx.appcompat.view.ActionMode startActionMode(androidx.appcompat.view.ActionMode$Callback)> -> <androidx.appcompat.app.WindowDecorActionBar$ActionModeImpl: void invalidate()>
<androidx.appcompat.app.WindowDecorActionBar$ActionModeImpl: void finish()> -> <androidx.appcompat.app.WindowDecorActionBar: void <clinit>()>
<androidx.appcompat.app.WindowDecorActionBar$ActionModeImpl: void finish()> -> <androidx.appcompat.app.WindowDecorActionBar: boolean checkShowingFlags(boolean,boolean,boolean)>
<androidx.appcompat.app.WindowDecorActionBar$ActionModeImpl: void <init>(androidx.appcompat.app.WindowDecorActionBar,android.content.Context,androidx.appcompat.view.ActionMode$Callback)> -> <androidx.appcompat.view.menu.MenuBuilder: void <clinit>()>
<androidx.appcompat.app.WindowDecorActionBar$ActionModeImpl: void <init>(androidx.appcompat.app.WindowDecorActionBar,android.content.Context,androidx.appcompat.view.ActionMode$Callback)> -> <androidx.appcompat.view.menu.MenuBuilder: void <init>(android.content.Context)>
<androidx.appcompat.app.WindowDecorActionBar$ActionModeImpl: void <init>(androidx.appcompat.app.WindowDecorActionBar,android.content.Context,androidx.appcompat.view.ActionMode$Callback)> -> <androidx.appcompat.view.menu.MenuBuilder: androidx.appcompat.view.menu.MenuBuilder setDefaultShowAsAction(int)>
<androidx.appcompat.app.WindowDecorActionBar$ActionModeImpl: void <init>(androidx.appcompat.app.WindowDecorActionBar,android.content.Context,androidx.appcompat.view.ActionMode$Callback)> -> <androidx.appcompat.view.menu.MenuBuilder: void setCallback(androidx.appcompat.view.menu.MenuBuilder$Callback)>
<androidx.appcompat.app.WindowDecorActionBar$ActionModeImpl: void <init>(androidx.appcompat.app.WindowDecorActionBar,android.content.Context,androidx.appcompat.view.ActionMode$Callback)> -> <androidx.appcompat.view.ActionMode: void <init>()>
<androidx.appcompat.app.WindowDecorActionBar: androidx.appcompat.view.ActionMode startActionMode(androidx.appcompat.view.ActionMode$Callback)> -> <androidx.appcompat.app.WindowDecorActionBar: void animateToMode(boolean)>
<androidx.appcompat.app.WindowDecorActionBar: void animateToMode(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: void <init>()>
<androidx.appcompat.app.WindowDecorActionBar: void animateToMode(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: androidx.appcompat.view.ViewPropertyAnimatorCompatSet playSequentially(androidx.core.view.ViewPropertyAnimatorCompat,androidx.core.view.ViewPropertyAnimatorCompat)>
<androidx.appcompat.app.WindowDecorActionBar: void animateToMode(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: void start()>
<androidx.appcompat.view.ViewPropertyAnimatorCompatSet: void <init>()> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet$1: void <init>(androidx.appcompat.view.ViewPropertyAnimatorCompatSet)>
<androidx.appcompat.view.ViewPropertyAnimatorCompatSet$1: void <init>(androidx.appcompat.view.ViewPropertyAnimatorCompatSet)> -> <androidx.core.view.ViewPropertyAnimatorListenerAdapter: void <init>()>
<androidx.appcompat.view.ViewPropertyAnimatorCompatSet: void <init>()> -> <java.lang.Object: void <init>()>
<androidx.appcompat.app.WindowDecorActionBar: void animateToMode(boolean)> -> <androidx.appcompat.app.WindowDecorActionBar: void showForActionMode()>
<androidx.appcompat.app.WindowDecorActionBar: void animateToMode(boolean)> -> <androidx.appcompat.app.WindowDecorActionBar: void hideForActionMode()>
<androidx.appcompat.app.WindowDecorActionBar: void animateToMode(boolean)> -> <androidx.appcompat.app.WindowDecorActionBar: boolean shouldAnimateContextView()>
<androidx.appcompat.app.WindowDecorActionBar: boolean shouldAnimateContextView()> -> <androidx.core.view.ViewCompat: void <clinit>()>
<androidx.appcompat.app.WindowDecorActionBar: boolean shouldAnimateContextView()> -> <androidx.core.view.ViewCompat: boolean isLaidOut(android.view.View)>
<androidx.appcompat.app.WindowDecorActionBar: void hideForActionMode()> -> <androidx.appcompat.app.WindowDecorActionBar: void updateVisibility(boolean)>
<androidx.appcompat.app.WindowDecorActionBar: void updateVisibility(boolean)> -> <androidx.appcompat.app.WindowDecorActionBar: void <clinit>()>
<androidx.appcompat.app.WindowDecorActionBar: void updateVisibility(boolean)> -> <androidx.appcompat.app.WindowDecorActionBar: boolean checkShowingFlags(boolean,boolean,boolean)>
<androidx.appcompat.app.WindowDecorActionBar: void updateVisibility(boolean)> -> <androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)>
<androidx.appcompat.app.WindowDecorActionBar: void updateVisibility(boolean)> -> <androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.core.view.ViewCompat: void <clinit>()>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.core.view.ViewCompat: void requestApplyInsets(android.view.View)>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.core.view.ViewCompat: androidx.core.view.ViewPropertyAnimatorCompat animate(android.view.View)>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.core.view.ViewCompat: void <clinit>()>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.appcompat.app.WindowDecorActionBar: void <clinit>()>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.core.view.ViewCompat: void <clinit>()>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.core.view.ViewCompat: androidx.core.view.ViewPropertyAnimatorCompat animate(android.view.View)>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.core.view.ViewCompat: androidx.core.view.ViewPropertyAnimatorCompat animate(android.view.View)>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.appcompat.app.WindowDecorActionBar: void <clinit>()>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.core.view.ViewPropertyAnimatorCompat: androidx.core.view.ViewPropertyAnimatorCompat translationY(float)>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.core.view.ViewPropertyAnimatorCompat: androidx.core.view.ViewPropertyAnimatorCompat setUpdateListener(androidx.core.view.ViewPropertyAnimatorUpdateListener)>
<androidx.core.view.ViewPropertyAnimatorCompat: androidx.core.view.ViewPropertyAnimatorCompat setUpdateListener(androidx.core.view.ViewPropertyAnimatorUpdateListener)> -> <androidx.core.view.ViewPropertyAnimatorCompat$Api19Impl: android.view.ViewPropertyAnimator setUpdateListener(android.view.ViewPropertyAnimator,android.animation.ValueAnimator$AnimatorUpdateListener)>
<androidx.core.view.ViewPropertyAnimatorCompat: androidx.core.view.ViewPropertyAnimatorCompat setUpdateListener(androidx.core.view.ViewPropertyAnimatorUpdateListener)> -> <androidx.core.view.ViewPropertyAnimatorCompat$$ExternalSyntheticLambda0: void <init>(androidx.core.view.ViewPropertyAnimatorUpdateListener,android.view.View)>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.core.view.ViewPropertyAnimatorCompat: androidx.core.view.ViewPropertyAnimatorCompat translationY(float)>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.core.view.ViewPropertyAnimatorCompat: androidx.core.view.ViewPropertyAnimatorCompat setUpdateListener(androidx.core.view.ViewPropertyAnimatorUpdateListener)>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: void cancel()>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: void <init>()>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: androidx.appcompat.view.ViewPropertyAnimatorCompatSet play(androidx.core.view.ViewPropertyAnimatorCompat)>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: androidx.appcompat.view.ViewPropertyAnimatorCompatSet setInterpolator(android.view.animation.Interpolator)>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: androidx.appcompat.view.ViewPropertyAnimatorCompatSet setDuration(long)>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: androidx.appcompat.view.ViewPropertyAnimatorCompatSet setListener(androidx.core.view.ViewPropertyAnimatorListener)>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: void start()>
<androidx.appcompat.app.WindowDecorActionBar: void doHide(boolean)> -> <androidx.appcompat.app.WindowDecorActionBar$1: void onAnimationEnd(android.view.View)>
<androidx.appcompat.app.WindowDecorActionBar$1: void onAnimationEnd(android.view.View)> -> <androidx.core.view.ViewCompat: void <clinit>()>
<androidx.appcompat.app.WindowDecorActionBar$1: void onAnimationEnd(android.view.View)> -> <androidx.core.view.ViewCompat: void requestApplyInsets(android.view.View)>
<androidx.appcompat.app.WindowDecorActionBar$1: void onAnimationEnd(android.view.View)> -> <androidx.appcompat.app.WindowDecorActionBar: void completeDeferredDestroyActionMode()>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: void cancel()>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: void <init>()>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: androidx.appcompat.view.ViewPropertyAnimatorCompatSet play(androidx.core.view.ViewPropertyAnimatorCompat)>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: androidx.appcompat.view.ViewPropertyAnimatorCompatSet play(androidx.core.view.ViewPropertyAnimatorCompat)>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: androidx.appcompat.view.ViewPropertyAnimatorCompatSet setInterpolator(android.view.animation.Interpolator)>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: androidx.appcompat.view.ViewPropertyAnimatorCompatSet setDuration(long)>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: androidx.appcompat.view.ViewPropertyAnimatorCompatSet setListener(androidx.core.view.ViewPropertyAnimatorListener)>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.appcompat.view.ViewPropertyAnimatorCompatSet: void start()>
<androidx.appcompat.app.WindowDecorActionBar: void doShow(boolean)> -> <androidx.appcompat.app.WindowDecorActionBar$2: void onAnimationEnd(android.view.View)>
<androidx.appcompat.app.WindowDecorActionBar: void showForActionMode()> -> <androidx.appcompat.app.WindowDecorActionBar: void updateVisibility(boolean)>
<androidx.appcompat.app.AppCompatDelegateImpl: androidx.appcompat.view.ActionMode startSupportActionMode(androidx.appcompat.view.ActionMode$Callback)> -> <androidx.appcompat.app.WindowDecorActionBar$ActionModeImpl: void finish()>
<androidx.appcompat.app.AppCompatActivity: boolean dispatchKeyEvent(android.view.KeyEvent)> -> <androidx.appcompat.app.ActionBar: boolean onMenuKeyEvent(android.view.KeyEvent)>
<androidx.appcompat.app.AppCompatActivity: boolean onMenuItemSelected(int,android.view.MenuItem)> -> <androidx.appcompat.app.WindowDecorActionBar: int getDisplayOptions()>
<androidx.appcompat.app.AppCompatDelegateImpl: void onConfigurationChanged(android.content.res.Configuration)> -> <androidx.appcompat.app.WindowDecorActionBar: void onConfigurationChanged(android.content.res.Configuration)>
<androidx.appcompat.app.WindowDecorActionBar: void onConfigurationChanged(android.content.res.Configuration)> -> <androidx.appcompat.view.ActionBarPolicy: androidx.appcompat.view.ActionBarPolicy get(android.content.Context)>
